Name,Team,Pos,AVG,ESPN,CBS,Yahoo,Underdog,Fantrax,ESPN AAV,Status,Injury,Year
Zach Norvell,FA,G,140,140,-,-,-,-,-1.0,,,22
Yante Maten,FA,F,140,140,-,-,-,-,-1.0,,,22
Thomas Welsh,FA,C,140,140,-,-,-,-,-1.0,,,22
Vincent Edwards,FA,F,140,140,-,-,-,-,-1.0,,,22
Melvin Frazier,FA,G,140,140,-,-,-,-,-1.0,,,22
Omari Spellman,FA,F,140,140,-,-,-,-,-1.0,,,22
Phil Pressey,FA,G,140,140,-,-,-,-,-1.0,,,22
Shane Larkin,FA,G,140,140,-,-,-,-,-1.0,,,22
Scotty Hopson,FA,G,140,140,-,-,-,-,-1.0,,,22
Ed Davis,FA,C,140,140,-,-,-,-,-1.0,,,22
J.J. Barea,FA,G,140,140,-,-,-,-,-1.0,,,22
Justin Patton,FA,C,140,140,-,-,-,-,-1.0,,,22
Jalen Jones,FA,F,140,140,-,-,-,-,-1.0,,,22
Alec Peters,FA,F,140,140,-,-,-,-,-1.0,,,22
Jameel Warney,FA,F,140,140,-,-,-,-,-1.0,,,22
Alex Poythress,FA,F,140,140,-,-,-,-,-1.0,,,22
Denzel Valentine,FA,G,140,140,-,-,-,-,-1.0,,,22
Jarrod Uthoff,FA,F,140,140,-,-,-,-,-1.0,,,22
Jake Layman,FA,F,140,140,-,-,-,-,-1.0,,,22
Briante Weber,FA,G,140,140,-,-,-,-,-1.0,,,22
Jonathon Simmons,FA,G,140,140,-,-,-,-,-1.0,,,22
Dimitrios Agravanis,FA,F,140,140,-,-,-,-,-1.0,,,22
Keifer Sykes,FA,G,140,140,-,-,-,-,-1.0,,,22
Darrun Hilliard,FA,G,140,140,-,-,-,-,-1.0,,,22
Tyler Harvey,FA,G,140,140,-,-,-,-,-1.0,,,22
Marcus Eriksson,FA,G,140,140,-,-,-,-,-1.0,,,22
Jarnell Stokes,FA,F,140,140,-,-,-,-,-1.0,,,22
Aaron Harrison,FA,G,140,140,-,-,-,-,-1.0,,,22
Justinian Jessup,FA,G,140,140,-,-,-,-,-1.0,,,22
Grant Riller,FA,G,140,140,-,-,-,-,-1.0,,,22
Reggie Perry,FA,C,140,140,-,-,-,-,-1.0,,,22
Bryce McGowens,CHA,G,140,140,-,-,-,-,-1.0,,,22
David Johnson,FA,G,140,140,-,-,-,-,-1.0,,,22
Jordan Goodwin,PHO,G,140,140,-,-,-,-,-1.0,,,22
Feron Hunt,FA,F,140,140,-,-,-,-,-1.0,,,22
Myke Henry,FA,F,140,140,-,-,-,-,-1.0,,,22
Tahjere McCall,FA,G,140,140,-,-,-,-,-1.0,,,22
Mangok Mathiang,FA,C,140,140,-,-,-,-,-1.0,,,22
Tyler Cavanaugh,FA,F,140,140,-,-,-,-,-1.0,,,22
Derrick Walton,FA,G,140,140,-,-,-,-,-1.0,,,22
Alfonzo McKinnie,FA,F,140,140,-,-,-,-,-1.0,,,22
Malik Newman,FA,G,140,140,-,-,-,-,-1.0,,,22
Trevon Duval,FA,G,140,140,-,-,-,-,-1.0,,,22
Allonzo Trier,FA,G,140,140,-,-,-,-,-1.0,,,22
Jordan Bell,FA,C,140,140,-,-,-,-,-1.0,,,22
Ryan Broekhoff,FA,G,140,140,-,-,-,-,-1.0,,,22
Mitch Creek,FA,G,140,140,-,-,-,-,-1.0,,,22
Johnathan Williams,FA,C,140,140,-,-,-,-,-1.0,,,22
Luka Samanic,UTA,F,140,140,-,-,-,-,-1.0,,,22
Jay Scrubb,BOS,G,140,140,-,-,-,-,-1.0,,,22
Keljin Blevins,FA,F,140,140,-,-,-,-,-1.0,,,22
Orlando Robinson,MIA,C,140,140,-,-,-,-,-1.0,,,22
Micah Potter,UTA,C,140,140,-,-,-,-,-1.0,,,22
Khalifa Diop,FA,C,140,140,-,-,-,-,-1.0,,,22
Vanja Marinkovic,FA,G,140,140,-,-,-,-,-1.0,,,22
Jemerrio Jones,FA,F,140,140,-,-,-,-,-1.0,,,22
Kelan Martin,FA,F,140,140,-,-,-,-,-1.0,,,22
Dakota Mathias,FA,G,140,140,-,-,-,-,-1.0,,,22
B.J. Johnson,FA,G,140,140,-,-,-,-,-1.0,,,22
Zach Lofton,FA,G,140,140,-,-,-,-,-1.0,,,22
Kevin Hervey,FA,F,140,140,-,-,-,-,-1.0,,,22
Zhaire Smith,FA,G,140,140,-,-,-,-,-1.0,,,22
Chris Silva,FA,C,140,140,-,-,-,-,-1.0,,,22
Jarrett Culver,FA,F,140,140,-,-,-,-,-1.0,,,22
Moses Brown,POR,C,140,140,-,-,-,-,-1.0,,,22
Nicolo Melli,FA,F,140,140,-,-,-,-,-1.0,,,22
Justin Robinson,FA,G,140,140,-,-,-,-,-1.0,,,22
Cameron Oliver,FA,F,140,140,-,-,-,-,-1.0,,,22
RJ Nembhard,FA,G,140,140,-,-,-,-,-1.0,,,22
Aaron Henry,FA,F,140,140,-,-,-,-,-1.0,,,22
Javin DeLaurier,FA,F,140,140,-,-,-,-,-1.0,,,22
Skylar Mays,FA,G,140,140,-,-,-,-,-1.0,,,22
Hassani Gravett,FA,G,140,140,-,-,-,-,-1.0,,,22
Jalen Harris,FA,G,140,140,-,-,-,-,-1.0,,,22
Sean Kilpatrick,FA,G,140,140,-,-,-,-,-1.0,,,22
Alec Brown,FA,C,140,140,-,-,-,-,-1.0,,,22
Josh Huestis,FA,F,140,140,-,-,-,-,-1.0,,,22
Patric Young,FA,C,140,140,-,-,-,-,-1.0,,,22
P.J. Hairston,FA,G,140,140,-,-,-,-,-1.0,,,22
Adreian Payne,FA,F,140,140,-,-,-,-,-1.0,,,22
Dee Bost,FA,G,140,140,-,-,-,-,-1.0,,,22
Shabazz Muhammad,FA,F,140,140,-,-,-,-,-1.0,,,22
Chris Johnson,FA,F,140,140,-,-,-,-,-1.0,,,22
Meyers Leonard,FA,C,140,140,-,-,-,-,-1.0,,,22
Paul Millsap,FA,F,140,140,-,-,-,-,-1.0,,,22
Ersan Ilyasova,FA,F,140,140,-,-,-,-,-1.0,,,22
MarShon Brooks,FA,G,140,140,-,-,-,-,-1.0,,,22
Kyle Collinsworth,FA,G,140,140,-,-,-,-,-1.0,,,22
Yogi Ferrell,FA,G,140,140,-,-,-,-,-1.0,,,22
Brice Johnson,FA,F,140,140,-,-,-,-,-1.0,,,22
Wayne Selden,FA,G,140,140,-,-,-,-,-1.0,,,22
James Webb,FA,F,140,140,-,-,-,-,-1.0,,,22
Thon Maker,FA,C,140,140,-,-,-,-,-1.0,,,22
Cody Demps,FA,G,140,140,-,-,-,-,-1.0,,,22
Jaylen Morris,FA,G,140,140,-,-,-,-,-1.0,,,22
Ben Moore,FA,F,140,140,-,-,-,-,-1.0,,,22
Milton Doyle,FA,G,140,140,-,-,-,-,-1.0,,,22
Mike James,FA,G,140,140,-,-,-,-,-1.0,,,22
Arnoldas Kulboka,FA,F,140,140,-,-,-,-,-1.0,,,22
Semi Ojeleye,FA,F,140,140,-,-,-,-,-1.0,,,22
Devin Robinson,FA,F,140,140,-,-,-,-,-1.0,,,22
Harry Giles,BKN,C,140,140,-,-,-,-,-1.0,,,22
Marcus Georges-Hunt,FA,F,140,140,-,-,-,-,-1.0,,,22
Cliff Alexander,FA,F,140,140,-,-,-,-,-1.0,,,22
Damjan Rudez,FA,F,140,140,-,-,-,-,-1.0,,,22
Bruno Caboclo,FA,F,140,140,-,-,-,-,-1.0,,,22
Jabari Parker,FA,F,140,140,-,-,-,-,-1.0,,,22
Norvel Pelle,FA,C,140,140,-,-,-,-,-1.0,,,22
Marcelinho Huertas,FA,G,140,140,-,-,-,-,-1.0,,,22
Duje Dukan,FA,F,140,140,-,-,-,-,-1.0,,,22
Luis Montero,FA,G,140,140,-,-,-,-,-1.0,,,22
Alan Williams,FA,C,140,140,-,-,-,-,0.04,,,22
Michael Frazier,FA,G,140,140,-,-,-,-,-1.0,,,22
Wayne Ellington,FA,G,140,140,-,-,-,-,-1.0,,,22
Lance Thomas,FA,F,140,140,-,-,-,-,-1.0,,,22
Patrick Patterson,FA,F,140,140,-,-,-,-,-1.0,,,22
Trevor Ariza,FA,F,140,140,-,-,-,-,-1.0,,,22
Udonis Haslem,FA,C,140,140,-,-,-,-,-1.0,,,22
JJ Redick,FA,G,140,140,-,-,-,-,-1.0,,,22
Tim Quarterman,FA,G,140,140,-,-,-,-,-1.0,,,22
Malcolm Miller,FA,F,140,140,-,-,-,-,-1.0,,,22
Satnam Singh Bhamara,FA,C,140,140,-,-,-,-,-1.0,,,22
Olivier Hanlan,FA,G,140,140,-,-,-,-,-1.0,,,22
Branden Dawson,FA,F,140,140,-,-,-,-,-1.0,,,22
Sam Dekker,FA,F,140,140,-,-,-,-,-1.0,,,22
Rondae Hollis-Jefferson,FA,F,140,140,-,-,-,-,-1.0,,,22
Jordan Mickey,FA,F,140,140,-,-,-,-,-1.0,,,22
Emmanuel Mudiay,FA,G,140,140,-,-,-,-,-1.0,,,22
Eric Moreland,FA,F,140,140,-,-,-,-,-1.0,,,22
Sim Bhullar,FA,C,140,140,-,-,-,-,0.08,,,22
Cristiano Felicio,FA,C,140,140,-,-,-,-,-1.0,,,22
Troy Williams,FA,F,140,140,-,-,-,-,-1.0,,,22
Mitchell Watt,FA,F,140,140,-,-,-,-,-1.0,,,22
Sergey Karasev,FA,G,140,140,-,-,-,-,-1.0,,,22
Nik Stauskas,FA,G,140,140,-,-,-,-,-1.0,,,22
Dwight Buycks,FA,G,140,140,-,-,-,-,-1.0,,,22
Solomon Hill,FA,F,140,140,-,-,-,-,-1.0,,,22
Willie Reed,FA,C,140,140,-,-,-,-,-1.0,,,22
Tony Snell,FA,F,140,140,-,-,-,-,-1.0,,,22
Jared Harper,FA,G,140,140,-,-,-,-,-1.0,,,22
Dewan Hernandez,FA,C,140,140,-,-,-,-,-1.0,,,22
Alen Smailagic,FA,F,140,140,-,-,-,-,-1.0,,,22
Brandon Goodwin,FA,G,140,140,-,-,-,-,-1.0,,,22
J.P. Macura,FA,G,140,140,-,-,-,-,-1.0,,,22
George King,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaac Bonga,FA,F,140,140,-,-,-,-,-1.0,,,22
Chandler Hutchison,FA,F,140,140,-,-,-,-,-1.0,,,22
Bonzie Colson,FA,F,140,140,-,-,-,-,-1.0,,,22
Tyler Cook,FA,F,140,140,-,-,-,-,-1.0,,,22
Sekou Doumbouya,FA,F,140,140,-,-,-,-,-1.0,,,22
Sindarius Thornwell,FA,G,140,140,-,-,-,-,-1.0,,,22
David Michineau,FA,G,140,140,-,-,-,-,-1.0,,,22
Michael Cobbins,FA,F,140,140,-,-,-,-,-1.0,,,22
Troy Caupain,FA,G,140,140,-,-,-,-,-1.0,,,22
Matt Williams,FA,G,140,140,-,-,-,-,-1.0,,,22
Ognjen Jaramaz,FA,G,140,140,-,-,-,-,-1.0,,,22
Shawn Long,FA,C,140,140,-,-,-,-,-1.0,,,22
Brodric Thomas,FA,G,140,140,-,-,-,-,-1.0,,,22
Filip Petrusev,PHI,F,140,140,-,-,-,-,-1.0,,,22
DaQuan Jeffries,NYK,F,140,140,-,-,-,-,-1.0,,,22
Rayjon Tucker,FA,G,140,140,-,-,-,-,-1.0,,,22
Rokas Jokubaitis,FA,G,140,140,-,-,-,-,-1.0,,,22
Jahmi'us Ramsey,FA,G,140,140,-,-,-,-,-1.0,,,22
Devon Dotson,FA,G,140,140,-,-,-,-,-1.0,,,22
Sharife Cooper,FA,G,140,140,-,-,-,-,-1.0,,,22
Brandon Williams,FA,G,140,140,-,-,-,-,-1.0,,,22
Luka Garza,MIN,C,140,140,-,-,-,-,-1.0,,,22
Gui Santos,FA,F,140,140,-,-,-,-,-1.0,,,22
Karlo Matkovic,FA,F,140,140,-,-,-,-,-1.0,,,22
E.J. Liddell,NOP,F,140,140,-,-,-,-,-1.0,,,22
Vince Williams,MEM,F,140,140,-,-,-,-,-1.0,,,22
Dwayne Bacon,FA,F,140,140,-,-,-,-,-1.0,,,22
Malcolm Delaney,FA,G,140,140,-,-,-,-,-1.0,,,22
Daniel Ochefu,FA,C,140,140,-,-,-,-,-1.0,,,22
Tyrone Wallace,FA,G,140,140,-,-,-,-,-1.0,,,22
Isaia Cordinier,FA,G,140,140,-,-,-,-,-1.0,,,22
Chinanu Onuaku,FA,C,140,140,-,-,-,-,-1.0,,,22
Michael Gbinije,FA,G,140,140,-,-,-,-,-1.0,,,22
Diamond Stone,FA,C,140,140,-,-,-,-,-1.0,,,22
Patrick McCaw,FA,F,140,140,-,-,-,-,-1.0,,,22
Xavier Munford,FA,G,140,140,-,-,-,-,-1.0,,,22
Julian Washburn,FA,F,140,140,-,-,-,-,-1.0,,,22
Jordan Sibert,FA,G,140,140,-,-,-,-,-1.0,,,22
J.J. O'Brien,FA,F,140,140,-,-,-,-,-1.0,,,22
Maurice Ndour,FA,F,140,140,-,-,-,-,-1.0,,,22
Treveon Graham,FA,F,140,140,-,-,-,-,-1.0,,,22
Rakeem Christmas,FA,F,140,140,-,-,-,-,-1.0,,,22
Cameron Bairstow,FA,F,140,140,-,-,-,-,-1.0,,,22
Louis Labeyrie,FA,F,140,140,-,-,-,-,-1.0,,,22
Andre Roberson,FA,G,140,140,-,-,-,-,-1.0,,,22
Lorenzo Brown,FA,G,140,140,-,-,-,-,-1.0,,,22
Elfrid Payton,FA,G,140,140,-,-,-,-,-1.0,,,22
Troy Daniels,FA,G,140,140,-,-,-,-,-1.0,,,22
James Nunnally,FA,F,140,140,-,-,-,-,-1.0,,,22
Kent Bazemore,FA,F,140,140,-,-,-,-,-1.0,,,22
Avery Bradley,FA,G,140,140,-,-,-,-,-1.0,,,22
Anthony Tolliver,FA,F,140,140,-,-,-,-,-1.0,,,22
Lou Williams,FA,G,140,140,-,-,-,-,-1.0,,,22
London Perrantes,FA,G,140,140,-,-,-,-,-1.0,,,22
Charles Cooke,FA,G,140,140,-,-,-,-,-1.0,,,22
Damyean Dotson,FA,G,140,140,-,-,-,-,-1.0,,,22
Eric Mika,FA,C,140,140,-,-,-,-,-1.0,,,22
Johnathan Motley,FA,C,140,140,-,-,-,-,-1.0,,,22
Nikola Milutinov,FA,C,140,140,-,-,-,-,-1.0,,,22
Anzejs Pasecniks,FA,C,140,140,-,-,-,-,-1.0,,,22
Wes Iwundu,FA,F,140,140,-,-,-,-,-1.0,,,22
Devon Hall,FA,G,140,140,-,-,-,-,-1.0,,,22
Dzanan Musa,FA,F,140,140,-,-,-,-,-1.0,,,22
Jacob Evans,FA,G,140,140,-,-,-,-,-1.0,,,22
Ignas Brazdeikis,FA,F,140,140,-,-,-,-,-1.0,,,22
Adam Mokoka,FA,G,140,140,-,-,-,-,-1.0,,,22
Emanuel Terry,FA,C,140,140,-,-,-,-,-1.0,,,22
Trevon Bluiett,FA,F,140,140,-,-,-,-,-1.0,,,22
Jontay Porter,FA,F,140,140,-,-,-,-,-1.0,,,22
Dru Smith,MIA,G,140,140,-,-,-,-,-1.0,,,22
Jordan Schakel,FA,F,140,140,-,-,-,-,-1.0,,,22
RaiQuan Gray,FA,F,140,140,-,-,-,-,-1.0,,,22
JaQuori McLaughlin,FA,G,140,140,-,-,-,-,-1.0,,,22
Kendall Brown,IND,F,140,140,-,-,-,-,-1.0,,,22
Karim Mane,FA,G,140,140,-,-,-,-,-1.0,,,22
Leandro Bolmaro,FA,G,140,140,-,-,-,-,-1.0,,,22
Jon Teske,FA,C,140,140,-,-,-,-,-1.0,,,22
Ty-Shon Alexander,FA,G,140,140,-,-,-,-,-1.0,,,22
Robert Woodard,FA,F,140,140,-,-,-,-,-1.0,,,22
Markus Howard,FA,G,140,140,-,-,-,-,-1.0,,,22
Kyle Guy,FA,G,140,140,-,-,-,-,-1.0,,,22
Justin Wright-Foreman,FA,G,140,140,-,-,-,-,-1.0,,,22
Matt Mooney,FA,G,140,140,-,-,-,-,-1.0,,,22
Marcus Graves,FA,G,140,140,-,-,-,-,-1.0,,,22
Jarrell Brantley,FA,F,140,140,-,-,-,-,-1.0,,,22
Enes Freedom,FA,C,139.9,139.91,-,-,-,-,-1.0,,,22
Hassan Whiteside,FA,C,139.9,139.87,-,-,-,-,-1.0,,,22
Walter Lemon,FA,G,139.8,139.83,-,-,-,-,-1.0,,,22
Isaiah Cousins,FA,G,139.8,139.82,-,-,-,-,-1.0,,,22
Tyler Dorsey,FA,G,139.8,139.81,-,-,-,-,-1.0,,,22
Sheldon Mac,FA,G,139.8,139.8,-,-,-,-,-1.0,,,22
Quinn Cook,FA,G,139.8,139.8,-,-,-,-,-1.0,,,22
Ian Clark,FA,G,139.8,139.79,-,-,-,-,-1.0,,,22
Quinndary Weatherspoon,FA,G,139.8,139.77,-,-,-,-,-1.0,,,22
Semaj Christon,FA,G,139.8,139.77,-,-,-,-,-1.0,,,22
Tristan Thompson,FA,C,139.8,139.76,-,-,-,-,-1.0,,,22
Brian Bowen,FA,F,139.8,139.76,-,-,-,-,-1.0,,,22
Justin Champagnie,MIA,F,139.8,139.76,-,-,-,-,-1.0,,,22
JP Tokoto,FA,G,139.8,139.76,-,-,-,-,-1.0,,,22
Killian Tillie,FA,F,139.8,139.75,-,-,-,-,-1.0,,,22
Al-Farouq Aminu,FA,F,139.8,139.75,-,-,-,-,-1.0,,,22
Yuta Watanabe,PHO,F,139.7,139.74,-,-,-,-,-1.0,,,22
Tony Carr,FA,G,139.7,139.74,-,-,-,-,-1.0,,,22
T.J. Leaf,FA,F,139.7,139.73,-,-,-,-,-1.0,,,22
Gary Clark,FA,F,139.7,139.73,-,-,-,-,-1.0,,,22
D.J. Stephens,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
Devontae Cacok,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
Donta Hall,FA,F,139.7,139.72,-,-,-,-,-1.0,,,22
Will Magnay,FA,C,139.7,139.71,-,-,-,-,-1.0,,,22
Anthony Brown,FA,F,139.7,139.71,-,-,-,-,-1.0,,,22
Michael Carter-Williams,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
Kris Dunn,UTA,G,139.7,139.7,-,-,-,-,-1.0,,,22
Joe Wieskamp,DAL,G,139.7,139.7,-,-,-,-,-1.0,,,22
Donte Grantham,FA,F,139.7,139.7,-,-,-,-,-1.0,,,22
D.J. Augustin,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
Tomas Satoransky,FA,G,139.7,139.7,-,-,-,-,-1.0,,,22
Aron Baynes,FA,C,139.7,139.69,-,-,-,-,-1.0,,,22
Dakari Johnson,FA,C,139.7,139.68,-,-,-,-,-1.0,,,22
Jabari Brown,FA,G,139.7,139.68,-,-,-,-,-1.0,,,22
Joel Ayayi,FA,G,139.7,139.67,-,-,-,-,-1.0,,,22
Brandon Knight,FA,G,139.7,139.67,-,-,-,-,-1.0,,,22
Vander Blue,FA,G,139.7,139.66,-,-,-,-,-1.0,,,22
Joel Bolomboy,FA,F,139.7,139.66,-,-,-,-,-1.0,,,22
Joel Berry,FA,G,139.7,139.65,-,-,-,-,-1.0,,,22
DeAndre' Bembry,FA,F,139.6,139.64,-,-,-,-,-1.0,,,22
JaKarr Sampson,FA,F,139.6,139.55,-,-,-,-,-1.0,,,22
Justin Jackson,FA,F,139.5,139.53,-,-,-,-,-1.0,,,22
LaMarcus Aldridge,FA,C,139.5,139.49,-,-,-,-,-1.0,,,22
Sasha Vezenkov,SAC,F,139.5,139.47,-,-,-,-,-1.0,,,22
Tyler Ennis,FA,G,139.5,139.45,-,-,-,-,-1.0,,,22
Eugene Omoruyi,WAS,F,139.4,139.42,-,-,-,-,-1.0,,,22
Mac McClung,ORL,G,139.2,139.23,-,-,-,-,0.04,,,22
Dwight Howard,FA,C,139.2,139.18,-,-,-,-,-1.0,,,22
Noah Vonleh,FA,C,111,140,-,-,191.9,"1,425.60",-1.0,,,22
Bruno Fernando,ATL,C,111,140,-,-,192,"1,473.60",-1.0,,,22
Terry Taylor,CHI,F,111,140,-,-,192,"1,427.60",-1.0,,,22
Frank Ntilikina,CHA,G,111,140,-,-,192,"1,418.60",-1.0,,,22
Gary Harris,ORL,G,111,140,-,-,191.9,"1,347.70",-1.0,,,22
James Bouknight,CHA,G,111,140,-,-,191.9,"1,294.20",-1.0,,,22
Hamidou Diallo,FA,F,111,140,-,-,192,"1,278.40",-1.0,,,22
Thanasis Antetokounmpo,MIL,F,111,140,-,-,192,"1,230.50",0.04,,,22
Derrick Jones,DAL,F,111,140,-,-,192,"1,333.20",-1.0,,,22
Bryn Forbes,FA,G,110.9,140,-,-,191.8,"1,329.70",-1.0,,,22
Jordan McLaughlin,MIN,G,110.9,140,-,-,191.6,"1,241.75",-1.0,,,22
Jaden Hardy,DAL,G,110.9,140,-,-,191.8,"1,293.07",-1.0,,,22
Jordan Nwora,IND,F,110.9,140,-,-,191.8,"1,245.00",-1.0,,,22
Jaylen Hoard,FA,F,110.9,140,-,-,191.8,"1,145.00",-1.0,,,22
Rudy Gay,FA,F,110.9,139.85,-,-,191.7,"1,223.07",-1.0,,,22
Danny Green,FA,G,110.9,139.82,-,-,191.9,"1,437.60",-1.0,,,22
Ish Smith,FA,G,110.9,139.77,-,-,191.9,"1,301.70",-1.0,,,22
Maxi Kleber,DAL,F,110.9,139.75,-,-,191.8,"1,173.38",-1.0,,,22
John Konchar,MEM,G,110.9,139.75,-,-,191.9,"1,312.70",-1.0,,,22
Joe Ingles,ORL,F,110.9,139.7,-,-,192,"1,337.60",0.04,,,22
Cedi Osman,SAS,F,110.9,139.7,-,-,191.9,"1,233.50",-1.0,,,22
Josh Richardson,MIA,G,110.9,139.69,-,-,191.9,"1,144.27",-1.0,,,22
Naz Reid,MIN,C,110.9,139.65,-,-,192,"1,154.38",-1.0,,,22
Ousmane Dieng,OKC,F,110.8,140,-,-,191.5,"1,253.00",-1.0,,,22
Jaylin Williams,OKC,C,110.8,140,-,-,191.5,"1,162.82",-1.0,,,22
Moses Moody,GSW,G,110.8,139.72,-,-,191.6,"1,139.27",-1.0,,,22
Cam Reddish,LAL,F,110.8,139.57,-,-,191.9,"1,307.20",-1.0,,,22
Kemba Walker,FA,G,110.8,139.46,-,-,191.9,"1,154.11",-1.0,,,22
Blake Griffin,FA,C,110.7,139.23,-,-,192,"1,118.27",-1.0,,,22
Kenyon Martin,LAC,F,110.7,139.22,-,-,191.8,"1,244.40",-1.0,,,22
Johnny Davis,WAS,G,110.5,140,-,-,190.6,"1,142.82",-1.0,,,22
Cam Thomas,BKN,G,110.3,138.29,-,-,191.6,"1,184.37",0.08,,,22
Aaron Wiggins,OKC,G,70.5,140,-,-,-,"1,239.20",-1.0,,,22
Simone Fontecchio,UTA,F,70.5,140,-,-,-,"1,170.16",-1.0,,,22
Jason Preston,LAC,G,70.5,140,-,-,-,"1,462.60",-1.0,,,22
Malachi Flynn,TOR,G,70.5,140,-,-,-,"1,276.07",-1.0,,,22
Vernon Carey,FA,C,70.5,140,-,-,-,"1,461.60",-1.0,,,22
P.J. Dozier,FA,G,70.5,140,-,-,-,"1,419.60",-1.0,,,22
Keita Bates-Diop,PHO,F,70.5,140,-,-,-,"1,298.40",-1.0,,,22
Dean Wade,CLE,F,70.5,140,-,-,-,"1,211.40",-1.0,,,22
Dylan Windler,NYK,G,70.5,140,-,-,-,"1,457.60",-1.0,,,22
Wesley Matthews,ATL,G,70.5,140,-,-,-,"1,291.73",-1.0,,,22
James Johnson,FA,F,70.5,140,-,-,-,"1,432.60",-1.0,,,22
Goran Dragic,FA,G,70.5,140,-,-,-,"1,218.20",0.04,,,22
Daniel Theis,IND,C,70.5,140,-,-,-,"1,336.60",-1.0,,,22
Payton Pritchard,BOS,G,70.5,140,-,-,-,"1,157.38",-1.0,,,22
Moussa Diabate,LAC,F,70.5,140,-,-,-,"1,497.60",-1.0,,,22
Cody Zeller,NOP,C,70.5,140,-,-,-,"1,269.70",-1.0,,,22
Alex Len,SAC,C,70.5,140,-,-,-,"1,260.70",-1.0,,,22
Jordan Adams,FA,G,70.5,140,-,-,-,"1,488.60",-1.0,,,22
Facundo Campazzo,FA,G,70.5,140,-,-,-,"1,286.07",-1.0,,,22
Sterling Brown,FA,G,70.5,140,-,-,-,"1,319.20",-1.0,,,22
Deng Adel,FA,F,70.5,140,-,-,-,"1,491.60",-1.0,,,22
Ty Jerome,CLE,G,70.5,140,-,-,-,"1,441.60",-1.0,,,22
Nate Hinton,HOU,F,70.5,140,-,-,-,"1,156.20",-1.0,,,22
Kira Lewis,NOP,G,70.5,140,-,-,-,"1,381.60",-1.0,,,22
Terence Davis,FA,F,70.5,140,-,-,-,"1,238.00",-1.0,,,22
Charles Bassey,SAS,C,70.5,140,-,-,-,"1,464.60",-1.0,,,22
Armoni Brooks,BKN,G,70.5,140,-,-,-,"1,445.60",-1.0,,,22
JD Davison,BOS,G,70.5,140,-,-,-,"1,151.60",-1.0,,,22
Lindy Waters,OKC,F,70.5,140,-,-,-,"1,486.60",-1.0,,,22
Greg Brown,DAL,F,70.5,140,-,-,-,"1,397.60",-1.0,,,22
Keon Johnson,POR,G,70.5,140,-,-,-,"1,298.40",-1.0,,,22
Neemias Queta,SAC,C,70.5,140,-,-,-,"1,253.07",-1.0,,,22
Landry Shamet,WAS,G,70.5,140,-,-,-,"1,254.50",-1.0,,,22
Svi Mykhailiuk,BOS,G,70.5,140,-,-,-,"1,382.20",-1.0,,,22
Edmond Sumner,FA,G,70.5,140,-,-,-,"1,454.60",-1.0,,,22
Torrey Craig,CHI,F,70.5,140,-,-,-,"1,252.07",-1.0,,,22
Davon Reed,FA,G,70.5,140,-,-,-,"1,380.60",-1.0,,,22
Udoka Azubuike,PHO,C,70.5,140,-,-,-,"1,135.71",-1.0,,,22
KZ Okpala,FA,F,70.5,140,-,-,-,"1,379.60",-1.0,,,22
CJ Elleby,FA,F,70.5,140,-,-,-,"1,391.60",-1.0,,,22
Caleb Houstan,ORL,F,70.5,140,-,-,-,"1,459.60",-1.0,,,22
Jabari Walker,POR,F,70.5,140,-,-,-,"1,246.40",-1.0,,,22
Taj Gibson,FA,C,70.5,140,-,-,-,"1,434.60",-1.0,,,22
Gorgui Dieng,FA,C,70.5,140,-,-,-,"1,449.60",-1.0,,,22
Khem Birch,SAS,C,70.5,140,-,-,-,"1,292.40",-1.0,,,22
Rodney McGruder,FA,G,70.5,140,-,-,-,"1,469.60",-1.0,,,22
Stanley Johnson,FA,F,70.5,140,-,-,-,"1,458.60",-1.0,,,22
Markieff Morris,DAL,F,70.5,140,-,-,-,"1,271.07",-1.0,,,22
Maurice Harkless,FA,F,70.5,140,-,-,-,"1,430.60",-1.0,,,22
Marc Gasol,FA,C,70.5,140,-,-,-,"1,166.30",-1.0,,,22
Naji Marshall,NOP,F,70.5,140,-,-,-,"1,350.60",-1.0,,,22
Mamadi Diakite,FA,F,70.5,140,-,-,-,"1,219.60",-1.0,,,22
Theo Maledon,CHA,G,70.5,140,-,-,-,"1,426.60",-1.0,,,22
Amir Coffey,LAC,F,70.5,140,-,-,-,"1,347.70",-1.0,,,22
Isaiah Mobley,CLE,C,70.5,140,-,-,-,"1,490.60",-1.0,,,22
Peyton Watson,DEN,F,70.5,140,-,-,-,"1,451.60",-1.0,,,22
Jericho Sims,NYK,C,70.5,140,-,-,-,"1,294.60",-1.0,,,22
Kai Jones,CHA,C,70.5,140,-,-,-,"1,367.60",-1.0,,,22
Austin Rivers,FA,G,70.5,140,-,-,-,"1,365.20",-1.0,,,22
Mike Tobey,FA,C,70.5,140,-,-,-,"1,195.07",-1.0,,,22
Frank Kaminsky,FA,C,70.5,140,-,-,-,"1,334.60",-1.0,,,22
Isaiah Todd,MEM,F,70.5,140,-,-,-,"1,465.60",-1.0,,,22
Josh Green,DAL,F,70.5,140,-,-,-,"1,196.87",-1.0,,,22
